Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
38456049,"$11,000","$11,000",12.39%,1.00%,"January 27, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$4,371 / month",18.56%,n/a,778xx,N/a,N/a,N/a,n/a,N/a,685-689,0,11/2002,$0.00,11,0,18,24,"$16,542.00",0,55.90%,n/a,0
38456064,"$12,000","$12,000",17.86%,1.00%,"January 26, 2015","January 13, 2020","January 13, 2020",$0,MORTGAGE,"$4,167 / month",17.04%,5 years ,670xx,N/a,N/a,N/a,counselor,N/a,660-664,0,01/2004,$0.00,14,1,20,2,"$15,275.00",0,37.30%,n/a,2
38456125,"$20,000","$20,000",11.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$6,000 / month",19.15%,1 year ,992xx,N/a,N/a,N/a,Franchise Accounting Manager,N/a,705-709,0,10/2003,$0.00,15,0,33,n/a,"$24,402.00",0,76.70%,n/a,1
38456251,"$5,250","$5,250",10.49%,1.00%,"January 21, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$5,750 / month",21.47%,10+ years ,480xx,N/a,N/a,N/a,Auto technician,N/a,690-694,0,09/2000,$0.00,14,0,29,n/a,"$11,037.00",0,39.10%,n/a,1
38456864,"$35,000","$35,000",16.49%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$9,583 / month",21.96%,8 years ,554xx,N/a,N/a,N/a,Product Manager,N/a,685-689,0,08/1997,$0.00,12,0,27,n/a,"$29,124.00",0,101.10%,n/a,0
38457288,"$8,000","$8,000",14.99%,1.00%,"January 23, 2015","January 15, 2018","January 15, 2020",$0,RENT,"$6,250 / month",21.22%,10+ years ,773xx,N/a,N/a,N/a,Mechanic II,N/a,660-664,1,06/2009,$69.00,8,4,12,1,"$3,594.00",0,46.30%,n/a,0
38457377,"$6,250","$6,250",16.49%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$2,500 / month",36.32%,10+ years ,376xx,N/a,N/a,N/a,Pastor,N/a,695-699,0,06/1991,$0.00,7,0,31,37,"$1,772.00",0,68.20%,n/a,0
38457561,"$21,000","$21,000",16.49%,1.00%,"January 22, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$7,500 / month",33.48%,10+ years ,852xx,N/a,N/a,N/a,operations manager,N/a,680-684,0,05/1990,$0.00,9,0,17,34,"$101,049.00",0,78.00%,n/a,0
38458167,"$8,000","$8,000",12.99%,1.00%,"January 20, 2015","January 17, 2018","January 17, 2020",$0,RENT,"$3,333 / month",8.79%,2 years ,109xx,N/a,N/a,N/a,Driver ,N/a,680-684,0,07/2007,$0.00,9,0,10,n/a,"$7,101.00",0,85.60%,n/a,0
38464725,"$9,000","$9,000",9.49%,1.00%,"January 22, 2015","January 10, 2018","January 10, 2020",$0,RENT,"$13,750 / month",5.37%,10+ years ,551xx,N/a,N/a,N/a,truck driver,N/a,695-699,0,04/2008,$0.00,11,1,21,6,"$5,367.00",0,22.30%,n/a,1
38464919,"$9,000","$9,000",6.49%,1.00%,"January 27, 2015","January 11, 2018","January 11, 2020",$0,OWN,"$6,387 / month",11.38%,n/a,112xx,N/a,N/a,N/a,n/a,N/a,730-734,0,08/1979,$0.00,9,0,18,n/a,"$16,504.00",0,39.10%,n/a,0
38464935,"$15,000","$15,000",6.99%,1.00%,"January 23, 2015","January 11, 2018","January 11, 2020",$0,MORTGAGE,"$8,333 / month",22.75%,2 years ,283xx,N/a,N/a,N/a,Pastor,N/a,695-699,0,05/2001,$0.00,19,0,43,28,"$17,605.00",0,29.80%,n/a,0
38465098,"$6,475","$6,475",15.99%,1.00%,"January 22, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$1,300 / month",26.54%,n/a,740xx,N/a,N/a,N/a,n/a,N/a,700-704,0,09/1980,$0.00,6,0,12,n/a,"$11,017.00",1,31.30%,108,0
38466119,"$8,500","$8,500",10.49%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$4,417 / month",19.47%,1 year ,282xx,N/a,N/a,N/a,Financial Analyst,N/a,665-669,0,10/2000,$0.00,12,1,41,22,"$6,526.00",0,76.80%,n/a,0
38466174,"$14,000","$14,000",15.99%,1.00%,"January 23, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$3,374 / month",35.96%,2 years ,493xx,N/a,N/a,N/a,ELA Teacher,N/a,685-689,0,10/1995,$0.00,22,0,29,n/a,"$39,810.00",0,86.50%,n/a,0
38466625,"$10,000","$10,000",11.99%,1.00%,"January 21, 2015","January 14, 2018","January 14, 2020",$0,RENT,"$5,833 / month",18.81%,10+ years ,386xx,N/a,N/a,N/a,Casino Host,N/a,705-709,0,06/1994,$0.00,10,0,28,n/a,"$31,968.00",0,94.30%,n/a,1
38467386,"$5,000","$5,000",15.99%,1.00%,"January 23, 2015","January 31, 2018","January 31, 2020",$0,RENT,"$2,083 / month",12.05%,< 1 year ,120xx,N/a,N/a,N/a,Family Partner,N/a,670-674,0,10/2010,$0.00,5,0,7,n/a,"$6,290.00",0,79.60%,n/a,0
38467960,"$17,000","$17,000",8.67%,1.00%,"January 21, 2015","January 29, 2020","January 29, 2020",$0,MORTGAGE,"$6,667 / month",8.67%,< 1 year ,551xx,N/a,N/a,N/a,Electronic Records Manager,N/a,675-679,0,07/2002,$0.00,4,0,12,79,"$59,737.00",0,75.80%,n/a,0
38467999,"$10,000","$10,000",17.86%,1.00%,"January 21, 2015","January 16, 2020","January 16, 2020",$0,RENT,"$5,000 / month",20.32%,10+ years ,112xx,N/a,N/a,N/a,Sheet metal mechanic ,N/a,665-669,0,04/2000,$0.00,6,2,13,13,"$4,192.00",0,69.90%,n/a,0
38468460,"$10,000","$10,000",17.86%,1.00%,"January 22, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$5,417 / month",6.07%,2 years ,802xx,N/a,N/a,N/a,Realtor,N/a,665-669,0,08/2008,$0.00,4,0,5,n/a,"$10,873.00",0,84.30%,n/a,0
38468923,"$8,000","$8,000",12.39%,1.00%,"January 22, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$2,500 / month",31.12%,6 years ,229xx,N/a,N/a,N/a,Chef,N/a,660-664,0,03/2009,$0.00,6,0,12,n/a,"$4,485.00",0,74.70%,n/a,0
38469082,"$15,700","$15,700",14.99%,1.00%,"January 20, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$3,833 / month",24.05%,2 years ,704xx,N/a,N/a,N/a,Teacher,N/a,745-749,0,02/1995,$0.00,7,1,18,15,"$8,979.00",0,36.10%,n/a,0
38469103,"$11,000","$11,000",17.14%,1.00%,"January 23, 2015","February 3, 2020","February 3, 2020",$0,RENT,"$3,333 / month",23.10%,2 years ,071xx,N/a,N/a,N/a,Purchasing ,N/a,710-714,0,06/2008,$0.00,20,0,29,24,"$1,323.00",0,5.40%,n/a,1
38469223,"$12,000","$12,000",16.49%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$10,000 / month",4.75%,10+ years ,019xx,N/a,N/a,N/a,police officer,N/a,665-669,0,08/1983,$0.00,7,3,35,17,"$8,881.00",0,58.40%,n/a,0
38469589,"$12,875","$12,875",15.99%,1.00%,"January 23, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$3,167 / month",25.52%,< 1 year ,800xx,N/a,N/a,N/a,passenger Srvice,N/a,675-679,0,01/2009,$0.00,9,1,13,13,"$10,883.00",0,65.20%,n/a,1
38469712,"$3,600","$3,600",13.66%,1.00%,"January 27, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$4,167 / month",26.20%,3 years ,296xx,N/a,N/a,N/a,counselor,N/a,660-664,0,01/1996,$0.00,9,0,37,45,"$10,911.00",0,39.70%,n/a,0
38469873,"$5,000","$5,000",6.03%,1.00%,"January 22, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$2,917 / month",22.15%,10+ years ,031xx,N/a,N/a,N/a,client service representative laboratory,N/a,670-674,0,08/1989,$0.00,12,0,23,31,"$8,038.00",1,39.60%,71,0
38470367,"$24,625","$24,625",19.99%,1.00%,"January 23, 2015","January 21, 2020","January 21, 2020",$0,OWN,"$4,667 / month",22.24%,1 year ,641xx,N/a,N/a,N/a,Territory Manager,N/a,680-684,0,06/2004,$0.00,16,0,43,n/a,"$12,826.00",0,43.80%,n/a,3
38475693,"$35,000","$35,000",15.59%,1.00%,"January 21, 2015","January 13, 2018","January 13, 2020",$0,OWN,"$10,000 / month",15.20%,n/a,402xx,N/a,N/a,N/a,n/a,N/a,690-694,0,05/1992,$0.00,11,0,29,34,"$69,650.00",0,77.00%,n/a,2
38477252,"$6,000","$6,000",9.49%,1.00%,"January 22, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$3,167 / month",18.83%,n/a,283xx,N/a,N/a,N/a,n/a,N/a,660-664,0,10/1999,$0.00,7,0,16,51,"$4,997.00",1,53.70%,112,0
38478413,"$12,000","$12,000",13.66%,1.00%,"January 22, 2015","January 17, 2020","January 17, 2020",$0,RENT,"$2,792 / month",20.92%,3 years ,992xx,N/a,N/a,N/a,Accounts Payable Specialist ,N/a,685-689,0,03/2007,$0.00,12,0,13,n/a,"$12,403.00",0,73.40%,n/a,2
38478439,"$12,525","$12,525",23.99%,1.00%,"January 23, 2015","January 30, 2020","January 30, 2020",$0,RENT,"$2,500 / month",33.08%,10+ years ,297xx,N/a,N/a,N/a,Warehouse,N/a,660-664,0,12/2002,$0.00,5,1,13,19,"$2,448.00",0,61.20%,n/a,2
38479014,"$13,675","$13,675",17.14%,1.00%,"January 26, 2015","January 30, 2018","January 30, 2020",$0,RENT,"$3,167 / month",33.35%,< 1 year ,300xx,N/a,N/a,N/a,Welder ,N/a,675-679,0,05/2007,$0.00,9,0,14,n/a,"$15,596.00",0,77.60%,n/a,0
38479195,"$24,000","$24,000",6.03%,1.00%,"January 21, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$18,333 / month",12.99%,3 years ,465xx,N/a,N/a,N/a,CRNA,N/a,720-724,0,10/2002,$0.00,12,0,51,44,"$93,974.00",0,51.40%,n/a,1
38479486,"$8,975","$8,975",8.67%,1.00%,"January 22, 2015","January 30, 2018","January 30, 2020",$0,RENT,"$2,167 / month",28.12%,3 years ,331xx,N/a,N/a,N/a,travel agent,N/a,720-724,0,09/2000,$0.00,17,1,19,2,"$11,679.00",0,53.00%,n/a,2
38479555,"$5,000","$5,000",14.31%,1.00%,"January 21, 2015","January 20, 2018","January 20, 2020",$0,OWN,"$5,000 / month",36.85%,1 year ,206xx,N/a,N/a,N/a,Teacher,N/a,680-684,0,02/2001,$0.00,16,1,27,6,"$42,608.00",0,92.00%,n/a,0
38479920,"$8,850","$8,850",13.66%,1.00%,"January 22, 2015","February 1, 2018","February 1, 2020",$0,RENT,"$5,667 / month",32.16%,< 1 year ,336xx,N/a,N/a,N/a,Manager,N/a,680-684,0,04/1998,$0.00,12,0,43,n/a,"$4,388.00",1,59.00%,57,2
38484142,"$32,000","$32,000",11.44%,1.00%,"January 22, 2015","January 7, 2018","January 7, 2020",$0,MORTGAGE,"$7,083 / month",5.39%,5 years ,910xx,N/a,N/a,N/a,VP,N/a,675-679,0,02/1991,$0.00,7,2,21,19,"$13,990.00",0,94.50%,n/a,0
38484262,"$14,575","$14,575",19.99%,1.00%,"January 23, 2015","January 14, 2018","January 14, 2020",$0,RENT,"$5,200 / month",20.00%,1 year ,349xx,N/a,N/a,N/a,Owner,N/a,675-679,0,01/1986,$0.00,12,3,25,n/a,"$11,913.00",1,53.00%,25,2
38485628,"$9,000","$9,000",7.49%,1.00%,"January 22, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$17,500 / month",6.97%,2 years ,945xx,N/a,N/a,N/a,Senior Product Manager,N/a,700-704,0,09/2007,$0.00,10,1,15,5,"$12,308.00",0,26.30%,n/a,1
38494850,"$7,000","$7,000",10.49%,1.00%,"January 21, 2015","January 10, 2018","January 10, 2020",$0,RENT,"$8,333 / month",4.97%,3 years ,981xx,N/a,N/a,N/a,Broker,N/a,670-674,0,08/2004,$0.00,4,0,7,36,"$11,755.00",0,98.00%,n/a,0
38495585,"$10,000","$10,000",14.99%,1.00%,"January 27, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$3,333 / month",21.36%,3 years ,940xx,N/a,N/a,N/a,assembly,N/a,660-664,0,04/2011,$0.00,6,0,8,n/a,"$5,012.00",1,80.80%,80,1
38495667,"$10,000","$10,000",12.99%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$4,167 / month",8.79%,4 years ,986xx,N/a,N/a,N/a,Registered Personal Banker,N/a,660-664,0,09/2006,$0.00,5,0,16,28,"$3,458.00",0,50.90%,n/a,1
38497545,"$35,000","$35,000",12.39%,1.00%,"January 26, 2015","January 17, 2020","January 17, 2020",$0,MORTGAGE,"$8,333 / month",26.10%,9 years ,300xx,N/a,N/a,N/a,Associate Professor,N/a,720-724,0,01/1992,$0.00,10,0,31,n/a,"$13,497.00",1,58.70%,7,1
38497772,"$10,450","$10,450",16.49%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$8,042 / month",23.59%,3 years ,221xx,N/a,N/a,N/a,System Admin,N/a,710-714,0,01/2005,$0.00,15,0,21,72,"$6,660.00",1,73.20%,64,0
38497856,"$7,975","$7,975",17.14%,1.00%,"January 23, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$2,083 / month",31.00%,n/a,489xx,N/a,N/a,N/a,n/a,N/a,670-674,0,05/2001,$0.00,9,0,57,n/a,"$13,361.00",0,96.80%,n/a,0
38498054,"$25,000","$25,000",8.19%,1.00%,"January 22, 2015","January 17, 2020","January 17, 2020",$0,MORTGAGE,"$14,708 / month",13.50%,10+ years ,442xx,N/a,N/a,N/a,President,N/a,700-704,0,08/1987,$0.00,21,0,52,n/a,"$34,318.00",0,26.20%,n/a,1
38498329,"$35,000","$35,000",19.24%,1.00%,"January 26, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$9,583 / month",20.97%,10+ years ,117xx,N/a,N/a,N/a,PRESIDENT,N/a,695-699,0,10/1995,$0.00,12,1,34,17,"$11,013.00",0,90.30%,n/a,0
38498426,"$8,275","$8,275",17.14%,1.00%,"January 23, 2015","January 30, 2018","January 30, 2020",$0,MORTGAGE,"$1,917 / month",17.64%,5 years ,782xx,N/a,N/a,N/a,Medication Aide ,N/a,660-664,0,11/2002,$0.00,11,0,15,n/a,"$4,394.00",0,28.70%,n/a,1
38498608,"$14,400","$14,400",11.44%,1.00%,"January 23, 2015","January 18, 2018","January 18, 2020",$0,OWN,"$10,000 / month",19.50%,10+ years ,934xx,N/a,N/a,N/a,Manager,N/a,665-669,0,08/2001,$0.00,10,0,25,n/a,"$22,369.00",0,84.70%,n/a,2
38499686,"$18,775","$18,775",12.99%,1.00%,"January 27, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$3,917 / month",27.60%,9 years ,480xx,N/a,N/a,N/a,owner,N/a,690-694,0,06/1995,$0.00,28,0,41,n/a,"$26,450.00",0,45.30%,n/a,0
38500346,"$20,125","$20,125",25.57%,1.00%,"January 22, 2015","January 21, 2020","January 21, 2020",$0,MORTGAGE,"$4,667 / month",24.15%,n/a,310xx,N/a,N/a,N/a,n/a,N/a,675-679,0,10/1994,$0.00,8,0,24,n/a,"$31,173.00",0,93.90%,n/a,0
38505363,"$10,000","$10,000",11.99%,1.00%,"January 21, 2015","January 30, 2018","January 30, 2020",$0,RENT,"$3,380 / month",6.45%,< 1 year ,021xx,N/a,N/a,N/a,Surgical Technologist,N/a,685-689,0,04/2005,$0.00,4,0,12,n/a,"$9,705.00",0,84.40%,n/a,0
38506172,"$28,000","$28,000",19.24%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$11,667 / month",21.62%,10+ years ,212xx,N/a,N/a,N/a,attorney,N/a,665-669,0,06/1992,$0.00,12,0,37,30,"$10,943.00",0,82.30%,n/a,0
38506553,"$35,000","$35,000",19.99%,1.00%,"January 27, 2015","February 6, 2020","February 6, 2020",$0,MORTGAGE,"$7,083 / month",34.96%,2 years ,243xx,N/a,N/a,N/a,Account Executive,N/a,665-669,0,08/1994,$0.00,22,0,51,30,"$30,769.00",0,77.50%,n/a,1
38506643,"$15,000","$15,000",14.31%,1.00%,"January 22, 2015","January 14, 2018","January 14, 2020",$0,RENT,"$3,725 / month",29.53%,2 years ,705xx,N/a,N/a,N/a,accountant II,N/a,675-679,0,04/1995,$0.00,16,0,28,35,"$4,333.00",0,32.60%,n/a,2
38507172,"$15,000","$15,000",7.49%,1.00%,"January 22, 2015","January 15, 2018","January 15, 2020",$0,MORTGAGE,"$4,250 / month",27.83%,10+ years ,851xx,N/a,N/a,N/a,Foreman,N/a,705-709,0,11/2000,$0.00,14,0,38,n/a,"$44,388.00",0,68.30%,n/a,0
38507183,"$22,500","$22,500",9.49%,1.00%,"January 23, 2015","January 15, 2018","January 15, 2020",$0,RENT,"$5,833 / month",15.76%,10+ years ,852xx,N/a,N/a,N/a,surgical first assistant,N/a,735-739,0,12/2005,$0.00,11,0,26,n/a,"$2,102.00",1,11.50%,117,0
38507901,"$10,000","$10,000",7.49%,1.00%,"January 22, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$4,167 / month",17.31%,8 years ,436xx,N/a,N/a,N/a,maintenance technician,N/a,660-664,0,08/1976,$0.00,4,0,15,n/a,"$23,827.00",1,62.00%,51,1
38508332,"$35,000","$35,000",12.39%,1.00%,"January 23, 2015","February 2, 2020","February 2, 2020",$0,MORTGAGE,"$7,310 / month",8.89%,< 1 year ,974xx,N/a,N/a,N/a,Mortgage Loan Officer ,N/a,680-684,0,10/1984,$0.00,6,2,20,22,"$10,559.00",0,74.90%,n/a,0
38508580,"$10,000","$10,000",19.24%,1.00%,"January 21, 2015","January 22, 2020","January 22, 2020",$0,MORTGAGE,"$3,750 / month",18.24%,10+ years ,232xx,N/a,N/a,N/a,Owner,N/a,665-669,0,12/1990,$0.00,11,1,29,4,"$6,721.00",0,63.00%,n/a,0
38508978,"$18,000","$18,000",12.99%,1.00%,"January 22, 2015","February 3, 2020","February 3, 2020",$0,MORTGAGE,"$9,167 / month",19.14%,10+ years ,945xx,N/a,N/a,N/a,Business Systems Analyst,N/a,745-749,0,07/2001,$0.00,11,0,24,n/a,"$145,083.00",0,55.80%,n/a,0
38508993,"$10,000","$10,000",6.99%,1.00%,"January 21, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$5,000 / month",5.90%,7 years ,319xx,N/a,N/a,N/a,store manager,N/a,785-789,0,11/1990,$0.00,29,0,65,39,"$9,090.00",0,6.20%,n/a,0
38509212,"$11,125","$11,125",24.50%,1.00%,"January 22, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$2,500 / month",33.88%,2 years ,770xx,N/a,N/a,N/a,Shipping and receiving,N/a,690-694,0,12/2005,$0.00,5,0,5,40,"$9,302.00",0,55.00%,n/a,0
38509242,"$8,000","$8,000",11.99%,1.00%,"January 21, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$5,000 / month",6.32%,10+ years ,935xx,N/a,N/a,N/a,Parts,N/a,675-679,0,02/2003,$0.00,11,1,25,12,"$5,729.00",0,58.50%,n/a,2
38509826,"$19,600","$19,600",11.99%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$5,417 / month",15.49%,2 years ,100xx,N/a,N/a,N/a,nurse,N/a,680-684,0,09/1994,$0.00,18,1,40,19,"$11,150.00",0,25.50%,n/a,1
38510021,"$10,000","$10,000",25.80%,1.00%,"January 23, 2015","February 4, 2020","February 4, 2020",$0,RENT,"$2,083 / month",18.87%,4 years ,148xx,N/a,N/a,N/a,Manager,N/a,670-674,0,08/2006,$0.00,12,0,20,24,"$4,370.00",0,48.60%,n/a,0
38510087,"$7,900","$7,900",12.39%,1.00%,"January 21, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$1,667 / month",13.69%,n/a,550xx,N/a,N/a,N/a,n/a,N/a,680-684,0,02/1989,$0.00,11,0,41,n/a,"$4,021.00",1,31.70%,67,0
38510274,"$15,600","$15,600",17.86%,1.00%,"January 23, 2015","January 30, 2020","January 30, 2020",$0,MORTGAGE,"$4,600 / month",18.22%,10+ years ,530xx,N/a,N/a,N/a,Loan Review Officer,N/a,700-704,0,07/2004,$0.00,10,0,40,36,"$12,361.00",0,92.20%,n/a,2
38510281,"$8,750","$8,750",10.49%,1.00%,"January 23, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$2,083 / month",19.35%,3 years ,482xx,N/a,N/a,N/a,Bartender,N/a,705-709,0,10/2001,$0.00,9,0,24,n/a,"$9,266.00",0,51.00%,n/a,1
38510303,"$6,000","$6,000",8.67%,1.00%,"January 23, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$3,000 / month",22.87%,n/a,480xx,N/a,N/a,N/a,n/a,N/a,685-689,0,05/1982,$0.00,10,0,38,n/a,"$4,686.00",1,35.00%,68,0
38514612,"$31,200","$31,200",16.49%,1.00%,"January 22, 2015","February 2, 2020","February 2, 2020",$0,RENT,"$5,417 / month",22.91%,1 year ,662xx,N/a,N/a,N/a,Senior Claim Adjuster,N/a,720-724,0,01/2004,$0.00,9,0,24,n/a,"$23,586.00",0,79.10%,n/a,0
38515189,"$18,000","$18,000",14.99%,1.00%,"January 26, 2015","January 28, 2018","January 28, 2020",$0,OWN,"$3,750 / month",33.73%,8 years ,383xx,N/a,N/a,N/a,Secretary,N/a,695-699,0,03/1999,$0.00,9,0,28,n/a,"$33,523.00",0,68.00%,n/a,2
38515197,"$19,750","$19,750",15.99%,1.00%,"January 23, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$4,583 / month",26.51%,n/a,322xx,N/a,N/a,N/a,n/a,N/a,690-694,0,11/1972,$0.00,15,0,52,n/a,"$22,023.00",0,62.70%,n/a,0
38516142,"$20,000","$20,000",12.39%,1.00%,"January 22, 2015","January 13, 2020","January 13, 2020",$0,MORTGAGE,"$4,167 / month",26.09%,10+ years ,240xx,N/a,N/a,N/a,machinst,N/a,690-694,0,10/1998,$0.00,8,0,15,40,"$18,042.00",0,96.50%,n/a,2
38516253,"$7,400","$7,400",19.99%,1.00%,"January 22, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$3,833 / month",23.79%,< 1 year ,210xx,N/a,N/a,N/a,Technician,N/a,660-664,0,09/2008,$0.00,13,0,19,44,"$4,781.00",0,46.90%,n/a,0
38516258,"$9,000","$9,000",15.59%,1.00%,"January 22, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$3,333 / month",27.42%,< 1 year ,616xx,N/a,N/a,N/a,Account Executive ,N/a,675-679,0,09/2008,$0.00,16,0,24,n/a,"$16,807.00",0,69.50%,n/a,0
38516360,"$35,000","$35,000",18.54%,1.00%,"January 27, 2015","January 13, 2020","January 13, 2020",$0,MORTGAGE,"$15,000 / month",5.15%,10+ years ,778xx,N/a,N/a,N/a,Attorney,N/a,700-704,0,12/1971,$0.00,10,0,25,62,"$12,168.00",0,89.00%,n/a,3
38516362,"$12,950","$12,950",19.99%,1.00%,"January 23, 2015","January 13, 2020","January 13, 2020",$0,RENT,"$3,750 / month",22.35%,8 years ,150xx,N/a,N/a,N/a,Supervisor,N/a,665-669,0,11/1999,$0.00,10,0,17,45,"$12,486.00",0,78.50%,n/a,0
38516904,"$32,500","$32,500",25.57%,1.00%,"January 23, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$5,417 / month",16.47%,10+ years ,224xx,N/a,N/a,N/a,Vice President/Settlement Agent,N/a,665-669,0,12/2010,$0.00,16,0,17,n/a,"$23,125.00",1,40.40%,76,1
38517758,"$16,650","$16,650",11.44%,1.00%,"January 27, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$3,167 / month",22.58%,8 years ,440xx,N/a,N/a,N/a,CLINICAL PATHOLOGY TECHNICIAN,N/a,665-669,0,08/2005,$0.00,12,0,24,37,"$27,589.00",0,69.10%,n/a,1
38518439,"$10,000","$10,000",11.99%,1.00%,"January 23, 2015","January 17, 2018","January 17, 2020",$0,MORTGAGE,"$4,583 / month",6.02%,7 years ,456xx,N/a,N/a,N/a,Project Management,N/a,690-694,0,12/1998,$0.00,6,0,10,n/a,"$6,545.00",0,87.30%,n/a,0
38518448,"$24,825","$24,825",19.99%,1.00%,"January 22, 2015","February 2, 2020","February 2, 2020",$0,RENT,"$5,458 / month",34.48%,10+ years ,474xx,N/a,N/a,N/a,Teacher,N/a,670-674,0,06/2002,$0.00,18,0,35,n/a,"$24,815.00",0,100.50%,n/a,1
38518521,"$12,000","$12,000",8.67%,1.00%,"January 26, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$2,800 / month",31.00%,5 years ,774xx,N/a,N/a,N/a,Medical Supply Distribution,N/a,700-704,0,04/2002,$0.00,8,0,16,50,"$7,061.00",0,35.50%,n/a,0
38518731,"$6,075","$6,075",15.59%,1.00%,"January 22, 2015","January 26, 2018","January 26, 2020",$0,OWN,"$2,583 / month",15.56%,2 years ,720xx,N/a,N/a,N/a,CORRECTION OFFICER,N/a,680-684,0,05/2007,$0.00,6,0,13,n/a,"$1,608.00",1,30.30%,63,0
38519217,"$6,475","$6,475",15.99%,1.00%,"January 21, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$1,875 / month",7.63%,n/a,646xx,N/a,N/a,N/a,n/a,N/a,680-684,0,06/2001,$0.00,7,0,11,46,"$3,875.00",0,57.80%,n/a,1
38519436,"$8,000","$8,000",11.99%,1.00%,"January 22, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$2,833 / month",20.05%,7 years ,021xx,N/a,N/a,N/a,Administrator,N/a,690-694,0,07/1998,$0.00,13,2,23,15,"$12,655.00",0,57.80%,n/a,0
38520200,"$35,000","$35,000",15.99%,1.00%,"January 23, 2015","January 21, 2018","January 21, 2020",$0,OWN,"$18,333 / month",7.52%,8 years ,757xx,N/a,N/a,N/a,Owner,N/a,690-694,0,05/2007,$0.00,7,0,15,n/a,"$18,937.00",0,66.40%,n/a,1
38520219,"$19,175","$19,175",25.83%,1.00%,"January 23, 2015","January 21, 2020","January 21, 2020",$0,MORTGAGE,"$5,000 / month",19.22%,10+ years ,761xx,N/a,N/a,N/a,FD ,N/a,705-709,0,11/1991,$0.00,4,0,12,n/a,"$27,282.00",0,71.80%,n/a,1
38520298,"$9,400","$9,400",9.49%,1.00%,"January 23, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$2,719 / month",36.41%,n/a,317xx,N/a,N/a,N/a,n/a,N/a,680-684,0,10/2006,$0.00,10,0,25,n/a,"$8,485.00",0,65.30%,n/a,0
38520375,"$25,000","$25,000",14.99%,1.00%,"January 26, 2015","January 21, 2020","January 21, 2020",$0,MORTGAGE,"$16,667 / month",14.50%,10+ years ,435xx,N/a,N/a,N/a,investment and insurance sales,N/a,680-684,0,09/1995,$0.00,18,3,46,5,"$24,467.00",4,57.40%,13,4
