Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
40247677,"$12,000","$12,000",12.39%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$3,333 / month",1.77%,1 year ,080xx,N/a,N/a,N/a,administrative assistant,N/a,695-699,0,04/2000,$0.00,7,0,11,69,$856.00,3,8.40%,12,0
40247678,"$25,000","$25,000",16.49%,1.00%,"January 29, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$7,667 / month",29.26%,4 years ,201xx,N/a,N/a,N/a,Program Support Specialist,N/a,710-714,0,04/2004,$0.00,13,0,22,52,"$20,921.00",0,29.70%,n/a,0
40247686,"$21,600","$21,600",8.67%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$10,667 / month",2.30%,10+ years ,088xx,N/a,N/a,N/a,Supervisor,N/a,715-719,0,01/1990,$0.00,9,2,23,11,"$8,028.00",0,17.10%,n/a,0
40247701,"$35,000","$35,000",11.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$27,083 / month",4.15%,3 years ,100xx,N/a,N/a,N/a,Vice President,N/a,695-699,0,11/2001,$0.00,7,2,15,17,"$14,945.00",0,36.40%,n/a,0
40247743,"$20,000","$20,000",15.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$7,083 / month",20.57%,10+ years ,341xx,N/a,N/a,N/a,Personal Assisitant,N/a,675-679,0,02/2002,$0.00,10,0,15,48,"$12,122.00",0,55.10%,n/a,1
40247774,"$10,575","$10,575",16.49%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$3,750 / month",25.55%,5 years ,365xx,N/a,N/a,N/a,Office Manager,N/a,695-699,0,01/2002,$0.00,9,1,16,22,"$5,226.00",0,58.70%,n/a,1
40247818,"$28,000","$28,000",12.99%,1.00%,"January 30, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$6,667 / month",35.28%,10+ years ,338xx,N/a,N/a,N/a,Shift Supervisor,N/a,715-719,0,11/1994,$0.00,11,0,29,n/a,"$38,305.00",0,83.30%,n/a,0
40247827,"$2,500","$2,500",12.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$8,000 / month",14.11%,4 years ,630xx,N/a,N/a,N/a,Rn teamleader,N/a,700-704,0,04/1992,$0.00,5,2,30,6,"$25,858.00",0,101.00%,n/a,0
40247860,"$10,000","$10,000",13.66%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$4,583 / month",32.18%,7 years ,286xx,N/a,N/a,N/a,Large account merchandiser,N/a,680-684,0,04/1996,$0.00,12,0,27,31,"$13,146.00",1,40.60%,111,0
40247867,"$2,500","$2,500",17.14%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$6,125 / month",14.33%,7 years ,112xx,N/a,N/a,N/a,Rail Car Inspector,N/a,685-689,0,01/1995,$0.00,8,0,30,n/a,"$6,036.00",0,38.20%,n/a,1
40247914,"$32,000","$32,000",11.99%,1.00%,"February 2, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$11,500 / month",26.32%,1 year ,760xx,N/a,N/a,N/a,Bank manager,N/a,670-674,0,02/1997,$0.00,14,0,38,n/a,"$58,933.00",0,82.20%,n/a,2
40247946,"$15,175","$15,175",23.99%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$3,167 / month",37.95%,< 1 year ,551xx,N/a,N/a,N/a,Salon Manager,N/a,670-674,0,08/1999,$0.00,36,0,65,24,"$29,692.00",0,56.90%,n/a,0
40247964,"$18,000","$18,000",12.99%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$4,167 / month",15.65%,10+ years ,104xx,N/a,N/a,N/a,Assistant to the program director ,N/a,670-674,0,05/1997,$0.00,6,0,13,40,"$17,350.00",0,91.30%,n/a,0
40247988,"$25,000","$25,000",15.59%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$8,500 / month",15.58%,3 years ,481xx,N/a,N/a,N/a,President/CEO,N/a,715-719,0,09/1988,$0.00,13,1,17,11,"$27,928.00",0,80.80%,n/a,0
40248034,"$10,000","$10,000",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,917 / month",12.79%,2 years ,952xx,N/a,N/a,N/a,glass cutter,N/a,675-679,0,12/2006,$0.00,6,0,6,n/a,"$9,658.00",0,33.00%,n/a,4
40248061,"$11,625","$11,625",16.49%,1.00%,"January 29, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$4,667 / month",18.92%,10+ years ,851xx,N/a,N/a,N/a,ASST MANAGER CLIENT SERVICES,N/a,710-714,0,05/1997,$0.00,10,0,21,40,"$7,926.00",0,35.50%,n/a,0
40248098,"$8,000","$8,000",8.67%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$6,667 / month",20.10%,9 years ,208xx,N/a,N/a,N/a,Process Development,N/a,680-684,0,12/1996,$0.00,11,0,12,n/a,"$35,026.00",0,92.20%,n/a,0
40248103,"$2,000","$2,000",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$7,045 / month",30.23%,10+ years ,537xx,N/a,N/a,N/a,Administrative Operations Manager,N/a,690-694,0,01/1987,$0.00,18,0,30,n/a,"$122,838.00",0,94.70%,n/a,2
40248125,"$2,500","$2,500",8.67%,1.00%,"February 3, 2015","February 9, 2018","February 9, 2020",$0,OWN,"$2,167 / month",22.09%,n/a,404xx,N/a,N/a,N/a,n/a,N/a,665-669,0,11/1982,$0.00,9,0,28,n/a,"$2,311.00",1,23.30%,57,3
40248148,"$8,000","$8,000",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$3,333 / month",22.59%,9 years ,959xx,N/a,N/a,N/a,Secretary,N/a,670-674,0,10/2001,$0.00,7,0,12,40,"$10,685.00",2,85.50%,82,0
40248170,"$20,000","$20,000",8.19%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$9,667 / month",15.14%,10+ years ,913xx,N/a,N/a,N/a,Area Operations Manager,N/a,770-774,0,09/1999,$0.00,9,0,22,46,"$2,595.00",0,8.30%,n/a,0
40248178,"$17,275","$17,275",19.99%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$3,283 / month",14.43%,n/a,238xx,N/a,N/a,N/a,n/a,N/a,750-754,0,12/1991,$0.00,12,1,34,21,"$5,267.00",0,12.40%,n/a,2
40248188,"$9,650","$9,650",15.59%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$3,943 / month",38.86%,10+ years ,751xx,N/a,N/a,N/a,Teacher,N/a,665-669,0,08/1988,$0.00,22,0,34,57,"$21,463.00",1,70.40%,46,0
40248258,"$31,200","$31,200",12.39%,1.00%,"February 2, 2015","February 11, 2020","February 11, 2020",$0,OWN,"$6,667 / month",25.16%,2 years ,779xx,N/a,N/a,N/a,RN,N/a,720-724,0,12/1993,$0.00,28,1,68,3,$170.00,0,0.40%,n/a,1
40248298,"$14,000","$14,000",13.66%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,417 / month",30.91%,1 year ,372xx,N/a,N/a,N/a,Leak Detection Specialist,N/a,690-694,0,08/2006,$0.00,7,0,11,76,"$12,565.00",0,69.00%,n/a,0
40257150,"$13,000","$13,000",10.49%,1.00%,"February 2, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$5,833 / month",27.55%,< 1 year ,981xx,N/a,N/a,N/a,Hospital Development Program Manager,N/a,715-719,0,03/2003,$0.00,9,0,26,n/a,"$25,914.00",0,59.40%,n/a,0
40257209,"$13,600","$13,600",13.66%,1.00%,"January 28, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$11,250 / month",12.26%,1 year ,980xx,N/a,N/a,N/a,IT Engineer,N/a,670-674,0,08/2003,$0.00,9,0,24,26,"$14,160.00",0,85.80%,n/a,2
40257215,"$13,375","$13,375",22.99%,1.00%,"January 28, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$2,668 / month",17.66%,10+ years ,802xx,N/a,N/a,N/a,Cashier,N/a,695-699,0,09/2004,$0.00,8,5,21,15,"$4,479.00",0,35.50%,n/a,0
40257230,"$20,000","$20,000",14.31%,1.00%,"January 28, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$4,583 / month",26.23%,8 years ,601xx,N/a,N/a,N/a,electronic,N/a,670-674,0,08/2004,$0.00,10,0,18,n/a,"$14,701.00",0,73.50%,n/a,2
40257303,"$21,000","$21,000",7.49%,1.00%,"January 27, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$10,833 / month",12.39%,9 years ,920xx,N/a,N/a,N/a,Clinical Nurse,N/a,660-664,0,08/1994,$0.00,10,1,30,3,"$43,815.00",0,79.00%,n/a,1
40257317,"$8,000","$8,000",15.59%,1.00%,"February 2, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$5,083 / month",22.09%,10+ years ,432xx,N/a,N/a,N/a,Meter Specialist,N/a,660-664,0,04/2000,$0.00,11,0,21,48,"$8,835.00",2,49.90%,68,0
40257320,"$11,900","$11,900",11.44%,1.00%,"February 2, 2015","February 13, 2018","February 13, 2020",$0,RENT,"$6,083 / month",26.83%,10+ years ,553xx,N/a,N/a,N/a,Operations Tech,N/a,670-674,0,04/1991,$0.00,14,0,42,52,"$8,454.00",0,39.10%,n/a,3
40257335,"$12,000","$12,000",9.49%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,833 / month",15.21%,3 years ,550xx,N/a,N/a,N/a,Accounting  Supervisor ,N/a,660-664,0,02/2004,$0.00,8,0,60,69,"$3,192.00",0,34.00%,n/a,0
40257349,"$24,000","$24,000",8.67%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$8,583 / month",17.70%,6 years ,494xx,N/a,N/a,N/a,Software Applications Manager,N/a,735-739,0,06/1998,$0.00,12,0,17,n/a,"$20,555.00",1,50.30%,108,0
40257400,"$19,075","$19,075",23.99%,1.00%,"January 30, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$3,614 / month",16.86%,6 years ,765xx,N/a,N/a,N/a,Master Plumber,N/a,675-679,0,10/2006,$0.00,7,1,10,5,"$3,224.00",0,42.40%,n/a,0
40257417,"$15,000","$15,000",11.44%,1.00%,"January 30, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$5,250 / month",28.82%,3 years ,430xx,N/a,N/a,N/a,Business Development,N/a,660-664,0,11/1969,$0.00,9,0,19,56,"$13,465.00",0,90.40%,n/a,1
40257450,"$5,000","$5,000",12.99%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$3,917 / month",16.55%,1 year ,800xx,N/a,N/a,N/a,Manager,N/a,660-664,0,12/2001,$0.00,10,0,20,69,"$5,038.00",1,43.40%,44,4
40257462,"$10,000","$10,000",12.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$3,750 / month",11.52%,6 years ,461xx,N/a,N/a,N/a,Security Forces,N/a,685-689,0,11/2002,$0.00,15,0,33,35,"$9,267.00",0,70.20%,n/a,1
40257469,"$14,575","$14,575",23.99%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$3,380 / month",30.18%,1 year ,968xx,N/a,N/a,N/a,Visual merchandising manager,N/a,685-689,0,07/2003,$0.00,11,0,28,47,"$8,642.00",0,59.60%,n/a,0
40257538,"$18,000","$18,000",13.66%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$5,833 / month",22.85%,< 1 year ,712xx,N/a,N/a,N/a,Assistant Vice Pres Compliance,N/a,700-704,0,12/2002,$0.00,10,0,30,n/a,"$19,145.00",0,80.80%,n/a,1
40257621,"$16,000","$16,000",6.49%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$7,000 / month",22.81%,2 years ,802xx,N/a,N/a,N/a,Chief Academic Officer,N/a,675-679,0,10/2000,$0.00,25,0,49,38,"$20,017.00",0,75.00%,n/a,0
40257660,"$28,500","$28,500",17.14%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$6,100 / month",3.82%,n/a,750xx,N/a,N/a,N/a,n/a,N/a,695-699,0,11/2001,$0.00,12,1,28,22,"$1,178.00",0,5.50%,n/a,0
40257742,"$18,250","$18,250",25.57%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$3,467 / month",33.99%,10+ years ,900xx,N/a,N/a,N/a,Cost Estimator,N/a,700-704,0,05/2002,$0.00,12,0,26,n/a,"$13,985.00",0,73.60%,n/a,1
40257747,"$11,875","$11,875",12.99%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$2,917 / month",22.05%,7 years ,800xx,N/a,N/a,N/a,Custodian,N/a,695-699,0,07/2008,$0.00,6,0,8,n/a,"$10,509.00",0,100.10%,n/a,0
40257902,"$25,000","$25,000",14.99%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$12,500 / month",7.14%,2 years ,662xx,N/a,N/a,N/a,Owner,N/a,695-699,0,09/1992,$0.00,7,0,30,48,"$7,811.00",0,21.90%,n/a,3
40257939,"$35,000","$35,000",11.44%,1.00%,"January 30, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$16,667 / month",2.41%,< 1 year ,294xx,N/a,N/a,N/a,Branch Manager ,N/a,795-799,0,07/1987,$0.00,6,0,24,n/a,"$3,773.00",0,5.70%,n/a,0
40257949,"$3,500","$3,500",12.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$4,833 / month",21.17%,10+ years ,841xx,N/a,N/a,N/a,Teacher ,N/a,680-684,0,01/1987,$0.00,10,0,36,54,"$5,473.00",2,51.60%,46,1
40257978,"$10,800","$10,800",6.99%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$6,667 / month",25.23%,< 1 year ,280xx,N/a,N/a,N/a,Software Consultant,N/a,710-714,0,12/1991,$0.00,13,1,38,2,"$8,607.00",0,25.40%,n/a,0
40257993,"$10,975","$10,975",17.14%,1.00%,"February 3, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$3,467 / month",28.65%,4 years ,804xx,N/a,N/a,N/a,Land Surveyor,N/a,700-704,0,11/1997,$0.00,5,0,10,n/a,"$26,967.00",0,99.90%,n/a,0
40258009,"$8,000","$8,000",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$4,453 / month",5.30%,10+ years ,208xx,N/a,N/a,N/a,maintenance,N/a,660-664,0,11/2003,$0.00,6,0,12,45,"$5,494.00",0,54.90%,n/a,1
40258052,"$10,000","$10,000",11.44%,1.00%,"February 2, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$3,949 / month",22.56%,10+ years ,790xx,N/a,N/a,N/a,Internal Auditor,N/a,760-764,0,08/1996,$0.00,12,0,42,n/a,"$4,356.00",0,18.70%,n/a,2
40258055,"$13,925","$13,925",17.14%,1.00%,"February 3, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$3,333 / month",36.78%,10+ years ,293xx,N/a,N/a,N/a,LPN,N/a,730-734,0,10/1989,$0.00,20,0,35,n/a,"$18,215.00",0,38.90%,n/a,0
40258060,"$26,575","$26,575",14.31%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$6,500 / month",39.48%,10+ years ,933xx,N/a,N/a,N/a,School Teacher,N/a,740-744,0,04/2001,$0.00,14,0,31,n/a,"$13,010.00",0,65.40%,n/a,1
40258116,"$20,000","$20,000",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$8,708 / month",13.24%,8 years ,206xx,N/a,N/a,N/a,Patent Secretary,N/a,685-689,0,09/2002,$0.00,10,0,36,59,"$13,028.00",0,65.50%,n/a,0
40258209,"$5,000","$5,000",11.44%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$6,833 / month",26.35%,8 years ,751xx,N/a,N/a,N/a,Project Manager,N/a,685-689,0,04/2001,$0.00,14,0,26,48,"$27,759.00",0,71.90%,n/a,2
40258217,"$8,000","$8,000",12.99%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$3,333 / month",27.93%,10+ years ,757xx,N/a,N/a,N/a,Patient Account Specialist,N/a,670-674,0,03/2000,$0.00,8,1,31,20,"$3,098.00",0,54.40%,n/a,1
40258242,"$19,775","$19,775",19.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$4,483 / month",37.25%,10+ years ,278xx,N/a,N/a,N/a,Teacher,N/a,680-684,0,06/2006,$0.00,10,0,26,34,"$14,934.00",0,71.10%,n/a,2
40258269,"$35,000","$35,000",9.49%,1.00%,"February 2, 2015","February 10, 2018","February 10, 2020",$0,OWN,"$7,667 / month",23.33%,9 years ,752xx,N/a,N/a,N/a,Sr Underwriting Consultant,N/a,700-704,0,10/2002,$0.00,13,0,33,n/a,"$49,198.00",0,47.00%,n/a,0
40258280,"$10,000","$10,000",12.39%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,583 / month",32.60%,4 years ,171xx,N/a,N/a,N/a,Senior Eligibility Consultant,N/a,660-664,0,07/2001,$0.00,15,0,35,69,"$12,176.00",1,52.70%,45,0
40258351,"$2,400","$2,400",9.49%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,308 / month",28.71%,5 years ,441xx,N/a,N/a,N/a,Senior Administrative Assistant,N/a,685-689,0,06/1991,$0.00,11,0,22,27,"$28,629.00",0,89.70%,n/a,0
40258443,"$18,350","$18,350",24.50%,1.00%,"January 29, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$3,750 / month",35.65%,1 year ,900xx,N/a,N/a,N/a,Program Manager,N/a,665-669,0,02/2006,$0.00,18,0,26,n/a,"$14,021.00",0,70.10%,n/a,3
40258451,"$16,500","$16,500",8.19%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$4,125 / month",27.18%,10+ years ,234xx,N/a,N/a,N/a,CREDIT MANAGER,N/a,735-739,0,06/1996,$0.00,16,0,31,n/a,"$25,254.00",0,34.40%,n/a,0
40258458,"$28,000","$28,000",17.14%,1.00%,"January 30, 2015","February 11, 2020","February 11, 2020",$0,RENT,"$7,500 / month",7.48%,4 years ,112xx,N/a,N/a,N/a,RN,N/a,720-724,0,06/2004,$0.00,15,0,22,n/a,"$8,075.00",0,35.70%,n/a,0
40258472,"$35,000","$35,000",8.19%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$12,083 / month",10.96%,10+ years ,905xx,N/a,N/a,N/a,Sr. Project Manager,N/a,740-744,0,09/1984,$0.00,7,0,21,n/a,"$23,825.00",0,54.80%,n/a,0
40267152,"$5,500","$5,500",12.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$4,750 / month",38.21%,10+ years ,577xx,N/a,N/a,N/a,Cook Supervisor ,N/a,695-699,0,09/2001,$0.00,10,0,41,27,"$8,387.00",0,75.60%,n/a,1
40267163,"$15,000","$15,000",14.31%,1.00%,"January 30, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$7,083 / month",18.03%,4 years ,735xx,N/a,N/a,N/a,Lead linemen,N/a,665-669,0,10/2006,$0.00,8,0,13,n/a,"$4,791.00",0,57.70%,n/a,0
40267239,"$35,000","$35,000",23.99%,1.00%,"January 30, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$5,833 / month",34.18%,10+ years ,479xx,N/a,N/a,N/a,Production Supervisor,N/a,675-679,0,10/2003,$0.00,14,0,29,n/a,"$17,767.00",0,86.20%,n/a,0
40267282,"$24,000","$24,000",13.66%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$6,667 / month",30.82%,8 years ,174xx,N/a,N/a,N/a,Director of Operations,N/a,670-674,0,10/1997,$0.00,17,0,27,n/a,"$49,370.00",0,76.00%,n/a,2
40267313,"$15,000","$15,000",16.49%,1.00%,"January 27, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$3,083 / month",25.11%,7 years ,553xx,N/a,N/a,N/a,Machine Operature,N/a,665-669,0,04/2006,$0.00,7,0,10,n/a,"$9,085.00",0,60.20%,n/a,1
40267332,"$12,000","$12,000",12.39%,1.00%,"February 3, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$3,000 / month",21.90%,5 years ,224xx,N/a,N/a,N/a,HR Coordinator,N/a,670-674,0,08/2004,$0.00,7,1,12,13,"$11,657.00",0,64.80%,n/a,0
40267336,"$16,000","$16,000",8.67%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$5,667 / month",24.74%,10+ years ,183xx,N/a,N/a,N/a,Clerk,N/a,695-699,0,07/2000,$0.00,15,0,26,n/a,"$42,690.00",0,41.20%,n/a,0
40267369,"$17,500","$17,500",8.19%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$5,833 / month",24.55%,10+ years ,212xx,N/a,N/a,N/a,deputy sheriff,N/a,685-689,0,07/1993,$0.00,11,0,32,n/a,"$23,390.00",0,62.40%,n/a,0
40267435,"$4,450","$4,450",15.99%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$3,500 / month",15.60%,7 years ,436xx,N/a,N/a,N/a,Licensed Optician ,N/a,680-684,0,08/2002,$0.00,11,0,15,n/a,"$3,456.00",1,34.60%,66,0
40267450,"$10,000","$10,000",14.99%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$4,167 / month",9.39%,1 year ,114xx,N/a,N/a,N/a,Office Manager,N/a,715-719,0,09/2001,$0.00,11,0,19,52,"$9,002.00",1,42.50%,38,0
40267479,"$8,000","$8,000",8.67%,1.00%,"February 2, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$4,583 / month",16.52%,5 years ,112xx,N/a,N/a,N/a,Supervisor,N/a,730-734,0,12/2004,$0.00,11,0,15,n/a,"$7,991.00",0,27.60%,n/a,1
40267503,"$15,000","$15,000",17.86%,1.00%,"January 30, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$4,417 / month",32.25%,10+ years ,129xx,N/a,N/a,N/a,Laborer ,N/a,680-684,0,01/1984,$0.00,11,5,26,8,"$10,594.00",0,44.90%,n/a,1
40267555,"$15,000","$15,000",8.19%,1.00%,"January 29, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$5,167 / month",15.73%,2 years ,463xx,N/a,N/a,N/a,Accountant,N/a,660-664,0,05/2002,$0.00,18,0,37,n/a,"$20,360.00",0,84.50%,n/a,2
40267569,"$15,825","$15,825",17.14%,1.00%,"January 30, 2015","February 10, 2020","February 10, 2020",$0,OWN,"$3,000 / month",31.43%,n/a,443xx,N/a,N/a,N/a,n/a,N/a,705-709,0,02/2006,$0.00,14,0,23,n/a,"$14,516.00",1,30.20%,82,1
40267587,"$10,000","$10,000",10.49%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$5,000 / month",13.90%,10+ years ,913xx,N/a,N/a,N/a,Formen,N/a,660-664,0,01/1999,$0.00,7,0,27,52,"$7,342.00",1,41.00%,70,0
40267614,"$14,225","$14,225",14.99%,1.00%,"February 3, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$2,833 / month",1.48%,7 years ,535xx,N/a,N/a,N/a,Shipping/Delivery,N/a,665-669,0,08/2007,$0.00,7,0,14,n/a,"$1,442.00",1,18.30%,77,0
40267626,"$24,000","$24,000",6.49%,1.00%,"January 30, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$10,833 / month",28.99%,7 years ,850xx,N/a,N/a,N/a,Marriage and Family Therapist,N/a,695-699,0,07/2001,$0.00,14,0,30,40,"$13,900.00",0,58.40%,n/a,0
40267632,"$4,950","$4,950",15.99%,1.00%,"January 30, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$2,750 / month",25.31%,10+ years ,241xx,N/a,N/a,N/a,MOA II,N/a,665-669,0,01/2001,$0.00,4,0,16,69,"$1,154.00",1,92.00%,51,0
40267643,"$14,400","$14,400",17.14%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$3,750 / month",23.72%,3 years ,080xx,N/a,N/a,N/a,Client Service Associate,N/a,660-664,0,10/2008,$0.00,11,1,19,10,"$10,265.00",0,52.40%,n/a,0
40267673,"$28,375","$28,375",14.31%,1.00%,"January 30, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$6,500 / month",35.57%,2 years ,285xx,N/a,N/a,N/a,Courseware Design,N/a,715-719,0,08/1991,$0.00,15,0,35,n/a,"$56,041.00",0,70.10%,n/a,0
40267680,"$25,000","$25,000",19.99%,1.00%,"January 29, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$12,083 / month",10.63%,3 years ,115xx,N/a,N/a,N/a,Project Manager,N/a,665-669,0,07/2000,$0.00,16,0,31,68,"$23,601.00",2,73.10%,33,3
40267694,"$15,000","$15,000",18.54%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$5,333 / month",19.59%,7 years ,483xx,N/a,N/a,N/a,Moniter,N/a,700-704,0,04/2007,$0.00,10,0,16,n/a,"$8,169.00",0,35.10%,n/a,2
40267717,"$8,000","$8,000",13.66%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$2,250 / month",16.62%,3 years ,936xx,N/a,N/a,N/a,Sr Associate,N/a,710-714,0,10/2003,$0.00,8,0,15,n/a,"$6,783.00",0,79.80%,n/a,0
40267761,"$9,350","$9,350",6.49%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$6,500 / month",3.74%,6 years ,790xx,N/a,N/a,N/a,Federal Agent ,N/a,725-729,0,05/2002,$0.00,11,0,17,45,"$2,440.00",0,28.70%,n/a,0
40267775,"$14,000","$14,000",10.49%,1.00%,"February 3, 2015","February 8, 2020","February 8, 2020",$0,OWN,"$3,250 / month",16.55%,< 1 year ,338xx,N/a,N/a,N/a,Mobil Pro,N/a,710-714,0,01/1987,$0.00,10,0,14,52,"$11,505.00",0,32.00%,n/a,1
40267814,"$10,000","$10,000",11.44%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$3,583 / month",10.77%,6 years ,341xx,N/a,N/a,N/a,Shift manager,N/a,690-694,0,08/1998,$0.00,5,0,17,n/a,"$3,464.00",0,63.00%,n/a,0
